datetime,depth,flagdepth,ph,flagph,doc,flagdoc,no3no2,flagno3no2,no2,flagno2,nh4,flagnh4,totnuf,flagtotnuf,totpuf,flagtotpuf,drsif,flagdrsif,totnuf_sloh,flagtotnuf_sloh,no3no2_sloh,flagno3no2_sloh,nh4_sloh,flagnh4_sloh,totpuf_sloh,flagtotpuf_sloh,drp_sloh,flagdrp_sloh,drsif_sloh,flagdrsif_sloh
1997-06-11,18,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.149,"",0.138,"",,""
1997-06-11,20,"",8.1,"",6.8,"",,"",,,,"",,"",,"",,"",,"",0.464,"",0.506,"",0.177,"",0.146,"",0.992,""
1997-06-11,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.174,"",0.15,"",,""
1997-06-25,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.439,"",0.094,"",0.068,"",0.043,"",0.444,""
1997-06-25,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.455,"",0.087,"",0.068,"",0.047,"",0.463,""
1997-07-09,0,"",8.59,"",7.11,"",,"",,,,"",,"",,"",,"",,"",0.402,"",0.106,"",0.083,"",0.062,"",0.79,""
1997-07-09,4,"",,"",6.6,"",,"",,,,"",,"",,"",,"",,"",0.415,"",0.094,"",0.084,"",0.063,"",0.793,""
1997-07-09,4,"",8.78,"",6.87,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-07-09,8,"",8.59,"",7.4,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.084,"",0.066,"",,""
1997-07-09,10,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.149,"",0.122,"",,""
1997-07-09,12,"",7.36,"",6.38,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.178,"",0.179,"",,""
1997-07-09,14,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.214,"",0.208,"",,""
1997-07-09,16,"",7.74,"",6.73,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.267,"",0.246,"",,""
1997-07-09,18,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.305,"",0.276,"",,""
1997-07-09,20,"",7.7,"",6.93,"",,"",,,,"",,"",,"",,"",,"",0.277,"",0.8,"",0.336,"",0.324,"",1.91,""
1997-07-09,22,"",8.59,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.334,"",0.326,"",,""
1997-07-24,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.213,"",0.022,R,0.054,"",0.022,"",1,""
1997-07-24,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.205,"",0.025,R,0.049,"",0.021,"",1.03,""
1997-08-06,0,"",9.05,"",6.64,"",,"",,,,"",,"",,"",,"",,"",0.059,"",0.031,R,0.035,"",0.011,"",1.34,""
1997-08-06,4,"",9.09,"",6.25,"",,"",,,,"",,"",,"",,"",,"",0.063,"",0.035,R,0.042,"",0.013,"",1.32,""
1997-08-06,8,"",9.04,"",6.33,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.039,"",0.015,"",,""
1997-08-06,8,"",8.96,"",6.43,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-08-06,10,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.279,"",0.248,"",,""
1997-08-06,12,"",7.86,"",5.72,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.283,"",0.258,"",,""
1997-08-06,14,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.301,"",0.286,"",,""
1997-08-06,16,"",7.69,"",6.39,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-08-06,18,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.495,"",0.43,"",,""
1997-08-06,20,"",7.91,"",7.32,"",,"",,,,"",,"",,"",,"",,"",0,S,1.78,"",0.575,"",0.52,"",3.06,""
1997-08-06,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.045,"",0.046,"",,""
1997-08-18,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.021,R,0.016,R,0.063,"",0.015,"",1.46,""
1997-08-18,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.03,R,0.047,"",0.017,"",1.48,""
1997-09-02,0,"",9.14,"",6.79,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.038,"",0.005,"",1.53,""
1997-09-02,4,"",9.16,"",6.51,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.036,"",0.005,"",1.54,""
1997-09-02,4,"",9.16,"",6.08,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-09-02,8,"",9,"",6.55,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.042,"",0.019,"",,""
1997-09-02,10,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.182,"",0.059,"",,""
1997-09-02,12,"",7.82,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.331,"",0.296,"",,""
1997-09-02,14,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.407,"",0.346,"",,""
1997-09-02,16,"",7.76,"",5.79,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.411,"",0.4,"",,""
1997-09-02,18,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.511,"",0.51,"",,""
1997-09-02,20,"",7.77,"",12.52,"",,"",,,,"",,"",,"",,"",,"",0,S,1.9,"",0.591,"",0,S,2.57,""
1997-09-02,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.598,"",0.07,"",,""
1997-10-01,0,"",8.75,"",6.13,"",,"",,,,"",,"",,"",,"",,"",0,S,0.1,"",0.126,"",0.065,"",1.488,Q
1997-10-01,0,"",8.77,"",6.37,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-10-01,4,"",8.74,"",6.44,"",,"",,,,"",,"",,"",,"",,"",0.019,R,0.136,"",0.104,"",0.074,"",1.489,Q
1997-10-01,20,"",7.5,"",5.93,"",,"",,,,"",,"",,"",,"",,"",0,S,2.43,"",0.721,"",0.67,"",3.7,""
1997-10-30,0,"",8.54,"",6.26,"",,"",,,,"",,"",,"",,"",,"",0.039,"",0.442,"",0.168,"",0.147,"",0.874,""
1997-10-30,0,"",8.38,"",6.27,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-10-30,4,"",8.44,"",6.16,"",,"",,,,"",,"",,"",,"",,"",0.027,R,0.43,"",0.177,"",0.144,"",0.877,""
1997-11-30,0,"",8.24,"",6.63,"",,"",,,,"",,"",,"",,"",,"",0.103,"",0.478,"",0.154,"",0.153,"",0.593,Q
1997-11-30,0,"",8.22,"",6.34,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-11-30,4,"",8.23,"",6.3,"",,"",,,,"",,"",,"",,"",,"",0.103,"",0.465,"",0.155,"",0.155,"",0.534,Q
1997-11-30,8,"",8.24,"",6.49,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1997-11-30,20,"",8.24,"",7.47,"",,"",,,,"",,"",,"",,"",,"",0.12,"",0.49,"",0.161,"",0.156,"",0.596,Q
1998-02-06,1,"",8.35,"",,"",,"",,,,"",,"",,"",,"",,"",0.243,"",0.507,"",0.144,"",0.158,"",0.602,Q
1998-02-06,1,"",8.34,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-02-06,4,"",8.39,"",,"",,"",,,,"",,"",,"",,"",,"",0.252,"",0.524,"",0.143,"",0.156,"",0.609,Q
1998-03-13,0,"",8.33,"",,"",,"",,,,"",,"",,"",,"",,"",0.364,"",0.239,"",0.131,"",0.102,"",0.076,Q
1998-03-13,0,"",8.31,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-03-13,4,"",6.34,"",,"",,"",,,,"",,"",,"",,"",,"",0.364,"",0.231,"",0.137,"",0.107,"",0.046,Q
1998-03-26,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.394,"",0.217,"",0.138,"",0.091,"",0.264,Q
1998-03-26,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.406,"",0.198,"",0.137,"",0.091,"",0.031,Q
1998-04-10,0,"",8.59,"",12.81,"",,"",,,,"",,"",,"",,"",,"",0.468,"",0.246,"",0.144,"",0.111,"",0.303,""
1998-04-10,4,"",8.61,"",6.49,"",,"",,,,"",,"",,"",,"",,"",0.465,"",0.237,"",0.15,"",0.109,"",0.264,""
1998-04-10,4,"",8.63,"",,D,,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-04-24,0,"",8.32,"",6.11,"",,"",,,,"",,"",,"",,"",,"",0.32,Q,0.021,R,0.084,"",0.041,"",0.194,Q
1998-04-24,4,"",8.8,"",5.96,"",,"",,,,"",,"",,"",,"",,"",0.458,Q,0.035,R,0.172,"",0.064,"",0.234,""
1998-04-24,4,"",8.78,"",6.13,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-04-24,8,"",8.55,"",6.25,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-04-24,20,"",8.5,"",5.9,"",,"",,,,"",,"",,"",,"",,"",0.427,Q,0.298,"",0.157,"",0.128,"",0.682,""
1998-05-11,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.454,"",0.265,"",0.096,"",0.087,"",0.336,""
1998-05-11,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.445,"",0.252,"",0.105,"",0.091,"",0.207,""
1998-05-28,0,"",8.65,"",7.3,"",,"",,,,"",,"",,"",,"",,"",0.463,"",0.176,"",0.091,"",0.083,Q,0.423,""
1998-05-28,4,"",8.65,"",6.38,"",,"",,,,"",,"",,"",,"",,"",0.457,"",0.18,"",0.13,"",0.082,Q,0.548,""
1998-05-28,4,"",8.67,"",6.54,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-06-08,0,"",8.58,"",6.76,"",,"",,,,"",,"",,"",,"",,"",0.433,"",0.159,"",0.086,"",0.078,"",0.603,""
1998-06-08,4,"",8.57,"",7.25,"",,"",,,,"",,"",,"",,"",,"",0.431,"",0.165,"",0.089,"",0.08,"",0.606,""
1998-06-08,8,"",8.57,"",6.84,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.091,"",0.079,"",,""
1998-06-08,8,"",8.59,"",6.59,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-06-08,10,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.12,"",0.119,"",,""
1998-06-08,12,"",8.36,"",8.46,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.119,"",0.119,"",,""
1998-06-08,14,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.122,"",0.12,"",,""
1998-06-08,16,"",8.2,"",9.97,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.148,"",0.154,"",,""
1998-06-08,20,"",7.9,"",9.56,"",,"",,,,"",,"",,"",,"",,"",0.301,"",0.643,"",0.292,"",0.284,"",2.93,""
1998-06-22,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.311,"",0,S,0.152,Q,0.028,"",0.411,""
1998-06-22,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.379,"",0.108,"",0.08,Q,0.055,"",0.627,""
1998-07-06,0,"",9.01,"",6.9,"",,"",,,,"",,"",,"",,"",,"",0.093,"",0.026,R,0.076,Q,0.017,"",0.994,""
1998-07-06,0,"",9,"",7.23,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-07-06,4,"",8.99,"",7.07,"",,"",,,,"",,"",,"",,"",,"",0.089,"",0.021,R,0.067,Q,0.02,"",0.978,""
1998-07-06,8,"",8.38,"",6.98,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.12,Q,0.09,"",,""
1998-07-06,10,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.122,Q,0.099,"",,""
1998-07-06,12,"",8.27,"",6.64,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.133,Q,0.105,"",,""
1998-07-06,14,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.14,Q,0.115,"",,""
1998-07-06,16,"",8.25,"",7.15,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.138,Q,0.1,"",,""
1998-07-06,18,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.274,Q,0.25,"",,""
1998-07-06,20,"",7.78,"",10.95,"",,"",,,,"",,"",,"",,"",,"",0.27,"",0.694,"",0.337,Q,0.3,"",2.91,""
1998-07-06,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.346,Q,0.31,"",,""
1998-07-23,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.01,R,0,S,0.045,"",0.003,Q,1.235,Q
1998-07-23,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.012,R,0,S,0.053,"",0.003,Q,1.194,Q
1998-08-02,0,"",8.97,"",15.46,"",,"",,,,"",,"",,"",,"",,"",0,Q,0,S,0.025,"",0.001,Q,1.3,Q
1998-08-02,4,"",8.98,"",8.04,"",,"",,,,"",,"",,"",,"",,"",0,Q,0,S,0.028,"",0.001,Q,1.32,Q
1998-08-02,4,"",8.92,"",12.97,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-08-02,8,"",8.52,"",7.25,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.037,"",0.01,Q,,""
1998-08-02,10,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.107,"",0.164,Q,,""
1998-08-02,12,"",7.79,"",6.14,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.415,"",0.2,Q,,""
1998-08-02,14,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.487,"",0.42,Q,,""
1998-08-02,16,"",7.75,"",6.37,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.331,"",0.3,Q,,""
1998-08-02,18,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.471,"",0.48,Q,,""
1998-08-02,20,"",7.36,"",6.53,"",,"",,,,"",,"",,"",,"",,"",0,Q,1.44,"",0.494,"",0.022,Q,3.763,Q
1998-08-02,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.494,"",0.46,Q,,""
1998-08-18,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.027,"",0.002,R,,Q
1998-08-18,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.034,"",0.002,R,,Q
1998-09-02,0,"",,"",6.43,"",,"",,,,"",,"",,"",,"",,"",0.011,R,0.015,R,0.021,Q,0,S,1.59,""
1998-09-02,4,"",,"",6.65,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,Q,0,S,1.62,""
1998-09-02,8,"",,"",6.18,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.024,"",0,S,,""
1998-09-02,10,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.026,"",0,S,,""
1998-09-02,12,"",,"",5.65,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.348,"",0.295,"",,""
1998-09-02,12,"",,"",5.78,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-09-02,14,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.031,"",0.002,R,,""
1998-09-02,16,"",,"",5.91,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.464,"",0.34,"",,""
1998-09-02,18,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.034,"",0,S,,""
1998-09-02,20,"",,"",7.34,"",,"",,,,"",,"",,"",,"",,"",0,S,1.97,"",0.658,"",0.54,"",4.8,""
1998-09-02,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.678,"",0.58,"",,""
1998-09-28,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.038,R,0.05,"",0.009,"",1.72,""
1998-09-28,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.027,R,0.041,"",0.007,"",2.59,""
1998-10-27,0,"",8.52,"",6.24,"",,"",,,,"",,"",,"",,"",,"",0.045,"",0.257,"",0.12,"",0.104,"",0.512,""
1998-10-27,0,"",8.51,"",7.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-10-27,4,"",8.5,"",6.46,"",,"",,,,"",,"",,"",,"",,"",0.044,"",0.261,"",0.122,"",0.1,"",0.483,""
1998-10-27,8,"",8.43,"",6.82,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-10-27,20,"",7.58,"",6.79,"",,"",,,,"",,"",,"",,"",,"",0,S,2.56,"",0.759,"",0.72,"",5.37,""
1998-11-23,0,"",8.53,"",6.99,"",,"",,,,"",,"",,"",,"",,"",0.125,"",0.512,"",0.148,"",0.137,"",0.203,""
1998-11-23,0,"",8.54,"",,C,,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1998-11-23,4,"",8.5,"",7.25,"",,"",,,,"",,"",,"",,"",,"",0.137,"",0.52,"",0.162,"",0.135,"",0.2,""
1999-01-25,1,"",8.26,"",5.98,"",,"",,,,"",,"",,"",,"",,"",0.285,"",0.489,"",0.132,"",0.128,"",0.562,""
1999-01-25,4,"",8.27,"",6.05,"",,"",,,,"",,"",,"",,"",,"",0.27,"",0.492,"",0.135,"",0.13,"",0.459,""
1999-01-25,8,"",8.27,"",5.91,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.149,"",0.128,"",,""
1999-01-25,8,"",8.25,"",5.65,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-01-25,12,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.135,"",0.13,"",,""
1999-01-25,16,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.14,"",0.136,"",,""
1999-01-25,20,"",7.79,"",5.72,"",,"",,,,"",,"",,"",,"",,"",0.422,"",0.826,"",0.24,"",0.232,"",2.95,""
1999-02-22,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.356,"",0.383,"",0.137,"",0.123,"",0.548,""
1999-02-22,1,"",8.2,"",6.08,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-02-22,1,"",8.18,"",5.85,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-02-22,4,"",8.18,"",5.87,"",,"",,,,"",,"",,"",,"",,"",0.356,"",0.375,"",0.137,"",0.123,"",0.546,""
1999-02-22,8,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.134,"",0.121,"",,""
1999-02-22,12,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.134,"",0.123,"",,""
1999-02-22,16,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.142,"",0.128,"",,""
1999-02-22,20,"",,"",,"",,"",,,,"",,"",,"",,"",,"",1.1,"",0.88,"",0.237,"",0.211,"",4.6,""
1999-03-29,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.701,"",0.12,"",0.14,"",0.106,"",0.607,""
1999-03-29,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.716,"",0.113,"",0.149,"",0.109,"",0.625,""
1999-04-12,0,"",8.29,"",5.81,"",,"",,,,"",,"",,"",,"",,"",0.738,"",0.117,"",0.115,"",0.094,"",0.141,""
1999-04-12,0,"",8.22,"",6.43,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-04-12,4,"",8.24,"",5.73,"",,"",,,,"",,"",,"",,"",,"",0.735,"",0.115,"",0.113,"",0.096,"",0.119,""
1999-04-12,8,"",8.23,"",5.52,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.124,"",0.094,"",,""
1999-04-12,12,"",8.22,"",5.83,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.121,"",0.094,"",,""
1999-04-12,16,"",8.22,"",7.07,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.116,"",0.099,"",,""
1999-04-12,20,"",8.21,"",5.92,"",,"",,,,"",,"",,"",,"",,"",0.738,"",0.114,"",0.113,"",0.095,"",0.169,""
1999-04-26,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.725,"",0.13,"",0.106,"",0.096,"",0.337,""
1999-04-26,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.729,"",0.14,"",0.112,"",0.098,"",0.335,""
1999-05-10,0,"",8.28,"",6.66,A,,"",,,,"",,"",,"",,"",,"",0.711,"",0.146,"",0.109,"",0.088,"",0.48,""
1999-05-10,4,"",8.26,"",6.69,"",,"",,,,"",,"",,"",,"",,"",0.693,"",0.141,"",0.112,"",0.092,"",0.527,""
1999-05-10,8,"",8.25,"",6.62,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.112,"",0.096,"",,""
1999-05-10,8,"",8.22,"",6.24,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-05-10,12,"",8.21,"",6.49,A,,"",,,,"",,"",,"",,"",,"",,"",,"",0.116,"",0.1,"",,""
1999-05-10,16,"",8.16,"",6.28,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.127,"",0.11,"",,""
1999-05-10,20,"",8.11,"",6.66,"",,"",,,,"",,"",,"",,"",,"",0.686,"",0.213,"",0.129,"",0.112,"",0.739,""
1999-05-26,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.698,"",0.139,"",0.106,"",0.086,"",0.66,""
1999-05-26,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.7,"",0.139,"",0.109,"",0.086,"",0.616,""
1999-06-07,0,"",8.34,"",6.32,"",,"",,,,"",,"",,"",,"",,"",0.63,"",0.091,Q,0.097,"",0.076,Q,0.62,""
1999-06-07,4,"",8.39,"",6.58,"",,"",,,,"",,"",,"",,"",,"",0.631,"",0.091,Q,0.137,Q,0.078,Q,0.653,""
1999-06-07,8,"",8.39,"",6.18,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.099,"",0.079,Q,,""
1999-06-07,10,"",8.2,"",6.08,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.119,"",0.099,Q,,""
1999-06-07,12,"",8.12,"",5.95,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.129,"",0.109,Q,,""
1999-06-07,14,"",8.04,"",6.11,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.14,"",0.111,Q,,""
1999-06-07,16,"",8.01,"",6.02,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.145,"",0.128,Q,,""
1999-06-07,18,"",7.88,"",5.91,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.175,"",0.152,Q,,""
1999-06-07,20,"",7.71,"",5.98,"",,"",,,,"",,"",,"",,"",,"",0.486,"",0.414,Q,0.202,"",0.171,Q,2.2,""
1999-06-07,20,"",7.74,"",6.19,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-06-07,22,"",7.71,"",6.13,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.223,"",0.182,Q,,""
1999-06-21,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.552,"",0.018,R,0.081,"",0.05,"",0.752,""
1999-06-21,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.536,"",0,S,0.087,"",0.055,"",0.7,""
1999-07-06,0,"",8.82,"",6.58,"",,"",,,,"",,"",,"",,"",,"",0.185,"",0.022,Q,0.074,"",0.02,"",1.01,""
1999-07-06,4,"",8.87,"",6.62,"",,"",,,,"",,"",,"",,"",,"",0.191,"",0.023,Q,0.064,"",0.021,"",0.965,""
1999-07-06,8,"",8.82,"",6.78,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.06,"",0.028,"",,""
1999-07-06,10,"",8.2,"",6.15,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.135,"",0.107,"",,""
1999-07-06,12,"",7.77,"",5.82,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.18,"",0.173,"",,""
1999-07-06,14,"",7.57,"",5.78,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.229,"",0.229,"",,""
1999-07-06,16,"",7.53,"",5.98,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.265,"",0.265,"",,""
1999-07-06,16,"",7.54,"",5.76,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-07-06,18,"",7.51,"",6,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.295,"",0.286,"",,""
1999-07-06,20,"",7.5,"",6.02,"",,"",,,,"",,"",,"",,"",,"",0.294,"",0.863,Q,0.375,"",0.341,"",3.19,""
1999-07-06,22,"",7.5,"",6.07,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.388,"",0.376,"",,""
1999-07-19,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.013,R,0,S,0.049,"",0.005,R,1.25,""
1999-07-19,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.014,R,0,S,0.048,"",0.005,R,1.25,""
1999-08-02,0,"",8.77,"",5.94,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.037,"",0,S,1.39,Q
1999-08-02,4,"",8.82,"",5.96,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.037,"",0,S,1.39,Q
1999-08-02,8,"",8.78,"",6.1,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.043,"",0,S,,""
1999-08-02,10,"",8.04,"",5.7,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.121,"",0.091,"",,""
1999-08-02,12,"",7.72,"",5.86,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.238,"",0.21,"",,""
1999-08-02,14,"",7.6,"",5.54,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.297,"",0.282,"",,""
1999-08-02,14,"",7.56,"",5.58,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-08-02,16,"",7.55,"",5.69,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.37,"",0.35,"",,""
1999-08-02,18,"",7.53,"",5.75,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.405,"",0.386,"",,""
1999-08-02,20,"",7.46,"",5.49,"",,"",,,,"",,"",,"",,"",,"",0,S,1.53,"",0.527,"",0.47,"",3.89,Q
1999-08-02,22,"",7.45,"",5.38,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.537,"",0.5,"",,""
1999-08-16,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.014,R,0.04,"",0.005,R,1.66,""
1999-08-16,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.013,R,0.041,"",0.005,R,1.7,""
1999-08-30,0,"",8.78,"",6.2,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.034,"",0.003,R,1.63,Q
1999-08-30,4,"",8.76,"",6.21,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.035,"",0.003,R,1.57,Q
1999-08-30,4,"",8.75,"",6.61,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
1999-08-30,8,"",8.75,"",6.08,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.034,"",0.003,R,,""
